t,2024_EU27.Elec,2025_EU27.Elec,2026_EU27.Elec,2027_EU27.Elec,2028_EU27.Elec,2029_EU27.Elec,2030_EU27.Elec,2031_EU27.Elec,2032_EU27.Elec,2033_EU27.Elec,2034_EU27.Elec,2035_EU27.Elec,2036_EU27.Elec,2037_EU27.Elec,2038_EU27.Elec,2039_EU27.Elec,2040_EU27.Elec,2041_EU27.Elec,2042_EU27.Elec,2043_EU27.Elec,2044_EU27.Elec,2045_EU27.Elec,2046_EU27.Elec,2047_EU27.Elec,2048_EU27.Elec,2049_EU27.Elec,2050_EU27.Elec
1004,358744.6088758582,377935.048445324,397125.4880147898,416315.92758425564,435506.36715372145,454711.20315197157,440939.1980155161,452638.1174070331,464342.41400866525,476046.71061029745,487751.00721192965,499455.30381356186,511173.99684397836,522878.29344561056,534582.5900472427,546286.8866488748,508828.6089830135,525584.8220570581,542342.265161978,559099.7082668978,575857.1513718178,592614.5944767377,609372.0375816575,626129.4806865774,642886.9237914974,659687.5561827701,584922.5124666804
1005,341441.618101582,359706.4632771271,377971.3084526722,396236.15362821735,414500.9988037625,432779.5460387041,419671.79305245116,430806.449485607,441946.2237749679,453085.9980643289,464225.7723536899,475365.54664305085,486519.02299180836,497658.79728116933,508798.57157053024,519938.34585989127,484286.7580141324,500234.7844477128,516183.98158524814,532133.1787227833,548082.3758603187,564031.5729978539,579980.7701353892,595929.9672729244,611879.1644104597,627869.4677261845,556710.4959332704
1006,325205.0258730295,342601.3218515498,359997.61783007014,377393.9138085905,394790.2097871108,412199.5562502362,399715.1169697163,410320.2864671103,420930.3304510089,431540.3744349077,442150.41841880645,452760.4624027052,463383.556871209,473993.60085510777,484603.6448390065,495213.68882290524,461257.44291399186,476447.0919608556,491637.8560411239,506828.6201213922,522019.3842016605,537210.1482819289,552400.9123621972,567591.6764424655,582782.4405227338,598012.3560568172,530237.2108015951
1007,308003.5139785236,324479.6440051447,340955.7740317659,357431.904058387,373908.0340850081,390396.5242991961,378572.44145137153,388616.6572895686,398665.48978142376,408714.322273279,418763.1547651342,428811.9872569894,438873.1799364115,448922.0124282667,458970.84492012183,469019.677411977,436859.52541743935,451245.7276908359,465632.9860186581,480020.24434648023,494407.5026743025,508794.7610021247,523182.0193299469,537569.277657769,551956.5359855912,566380.8748761141,502190.6525910392
1008,292251.44083662383,307884.94019996986,323518.4395633159,339151.9389266619,354785.43829000794,370430.6657098906,359211.29615071963,368741.82556861395,378276.7355329052,387811.6454971965,397346.55546148785,406881.46542577917,416428.1034466071,425963.01341089845,435497.9233751897,445032.83333948103,414517.4322762847,428167.8880397875,441819.3458484407,455470.8036570939,469122.26146574714,482773.71927440044,496425.1770830537,510076.63489170687,523728.0927003601,537414.7346786233,476507.36155123636
1009,281711.60031694156,296781.2886359946,311850.97695504763,326920.6652741007,341990.35359315376,357071.34700471925,346256.59603543964,355443.4136829311,364634.45389552676,373825.49410812254,383016.5343207183,392207.57453331404,401409.9198384222,410600.960051018,419792.0002636137,428983.0404762094,399568.15566600236,412726.31744335254,425885.445127807,439044.57281226135,452203.70049671584,465362.8281811703,478521.9558656247,491681.0835500791,504840.2112345335,518033.2541965252,459322.46219598484
1010,275187.0096071521,289907.67591825343,304628.3422293547,319349.00854045607,334069.67485155736,348801.38442320714,338237.10884657543,347211.1549042285,356189.32573012897,365167.4965560295,374145.66738193,383123.8382078305,392113.05229427945,401091.22312017996,410069.3939460804,419047.564771981,390313.9443610612,403167.35610329104,416021.7113817021,428876.0666601131,441730.4219385242,454584.77721693524,467439.1324953463,480293.4877737573,493147.8430521684,506035.3281122248,448684.3093252125
1011,272501.914021681,287078.94565982465,301655.97729796823,316233.0089361119,330810.0405742555,345398.0077200046,334936.81146297813,343823.29462481133,352713.8623080902,361604.4299913691,370494.997674648,379385.5653579269,388287.0685488113,397177.6362320902,406068.203915369,414958.77159864793,386505.5151388831,399233.5116619259,411962.4425147385,424691.373367551,437420.3042203636,450149.2350731762,462878.1659259888,475607.09677880135,488336.02763161395,501097.765007243,444306.3401036306
1012,276089.1149023113,290858.0378191531,305626.9607359949,320395.8836528367,335164.80656967853,349944.8089485735,339345.90205358557,348349.3664129207,357356.96906212723,366364.5717113338,375372.17436054046,384379.77700974705,393398.4591210068,402406.0617702134,411413.66441941995,420421.26706862653,391593.453435582,404489.00063620455,417385.49446606496,430281.98829592526,443178.4821257856,456074.975955646,468971.4697855064,481867.9636153667,494764.4574452271,507694.1896612469,450155.1654236706
1013,292105.9519487274,307731.66862867656,323357.38530862576,338983.10198857496,354608.81866852415,370246.25756653777,359032.4732445016,368558.258165253,378088.42145167355,387618.5847380942,397148.7480245148,406678.91131093545,416220.79681542056,425750.9601018412,435281.1233882617,444811.28667468234,414311.076817222,427954.737097963,441599.3989250154,455244.0607520678,468888.7225791202,482533.3844061726,496178.04623322503,509822.7080602774,523467.36988732975,537147.1983685757,476270.14620712
1014,327301.8882744615,344810.35238096083,362318.81648746016,379827.2805939595,397335.74470045883,414857.343438696,402292.40678191325,412965.95646845154,423644.4120712902,434322.86767412885,445001.32327696757,455679.7788798063,466371.3691143828,477049.82471722143,487728.2803200601,498406.7359228988,464231.54636405554,479519.13548392954,494807.84682673914,510096.55816954875,525385.2695123584,540673.9808551681,555962.6921979777,571251.4035407873,586540.1148835969,601868.23012162,533656.0831520001
1015,360412.347541259,379691.99998608016,398971.6524309013,418251.30487572245,437530.9573205436,456825.07312053716,442989.04442833224,454742.3499757103,466501.05773087876,478259.76548604725,490018.47324121575,501777.18099638424,513550.35210672516,525309.0598618936,537067.7676170621,548826.4753722306,511194.0609626884,528028.1706343065,544863.5160549906,561698.8614756746,578534.2068963586,595369.5523170427,612204.8977377267,629040.2431584107,645875.5885790947,662754.324065296,587641.7112118849
1016,374944.9144865155,395001.96216140315,415059.0098362908,435116.0575111784,455173.10518606607,475245.1994083467,460851.2735891491,473078.49658375274,485311.33961427305,497544.1826447934,509777.02567531384,522009.8687058342,534257.7582837476,546490.601314268,558723.4443447883,570956.2873753087,531806.4566356955,549319.3522241546,566833.5333896229,584347.7145550911,601861.8957205594,619376.0768860277,636890.258051496,654404.4392169642,671918.6203824325,689477.9411900798,611336.6333372545
1017,378535.0829752149,398784.18067600386,419033.2783767929,439282.3760775819,459531.4737783709,479795.76210009074,465264.0117181156,477608.31268605206,489958.2875028123,502308.26231957256,514658.2371363329,527008.2119530932,539373.3773907843,551723.3522075446,564073.3270243049,576423.3018410652,536898.6040657122,554579.1889425396,572261.0717060193,589942.954469499,607624.8372329785,625306.7199964583,642988.602759938,660670.4855234176,678352.3682868973,696079.8229131695,617190.2972547949
1018,376800.2877813314,396956.5855305394,417112.88327974745,437269.18102895544,457425.4787781635,477596.8975309343,463131.74496737856,475419.47301789164,487712.84891444526,500006.224810999,512299.60070755275,524592.9766041065,536901.473504223,549194.8494007768,561488.2252973304,573781.6011938842,534438.0418620316,552037.5980705826,569638.4462176779,587239.2943647733,604840.1425118686,622440.990658964,640041.8388060594,657642.6869531547,675243.5351002502,692889.7462580339,614361.7648160744
1019,374945.1142293663,395002.17258916184,415059.23094895744,435116.289308753,455173.3476685485,475245.45258375275,460851.51909653866,473078.74860490015,485311.5981521722,497544.4476994444,509777.29724671657,522010.14679398877,534258.0428966696,546490.8924439418,558723.7419912139,570956.5915384861,531806.7399427458,549319.6448607772,566833.8353565026,584348.025852228,601862.2163479534,619376.4068436789,636890.5973394044,654404.7878351298,671918.9783308553,689478.3084928067,611336.9590120863
1020,368017.43293509993,387703.90663398383,407390.38033286773,427076.85403175163,446763.3277306356,466464.5699769305,452336.58630473196,464337.89914974425,476344.7281949,488351.5572400557,500358.3862852115,512365.21533036727,524386.8129229341,536393.6419680899,548400.4710132455,560407.3000584013,521980.80151962925,539170.1288813608,556360.718067783,573551.3072542052,590741.8964406275,607932.4856270498,625123.0748134721,642313.6639998943,659504.2531863166,676739.1480149719,600041.5788225181
1021,361813.7624055944,381168.3811818959,400522.9999581974,419877.6187344989,439232.2375108004,458601.37588108267,444711.5476550801,456510.5543478588,468314.98425418517,480119.41416051163,491923.8440668381,503728.2739731645,515547.22347347165,527351.6533797982,539156.0832861245,550960.5131924509,513181.7702087238,530081.3370481736,546982.1444417334,563882.9518352929,580783.7592288525,597684.5666224122,614585.3740159718,631486.1814095313,648386.9888030909,665331.3549785927,589926.67684809
1022,356762.74128710054,375847.1641827105,394931.5870783205,414016.0099739305,433100.43286954047,452199.1726615462,438503.25031473226,450137.53958055016,461777.1763503407,473416.8131201314,485056.449889922,496696.08665971266,508350.0403258991,519989.67709568975,531629.3138654802,543268.9506352709,506017.6094490107,522681.2536181013,539346.12102282,556010.9884275387,572675.8558322574,589340.7232369761,606005.5906416948,622670.4580464134,639335.3254511321,656043.1435450382,581691.1357694112
1023,353811.70236313675,372738.2643941196,391664.8264251024,410591.3884560853,429517.9504870681,448458.71098919195,434876.0773781894,446414.1311448848,457957.4881825359,469500.8452201871,481044.20225783833,492587.5592954895,504145.11480428174,515688.471841933,527231.8288795841,538775.1859172353,501831.97712566936,518357.7844164452,534884.8048245952,551411.8252327453,567938.8456408953,584465.8660490453,600992.8864571955,617519.9068653454,634046.9272734955,650616.5430950687,576879.5537718426
1024,353556.3453957366,372469.247535169,391382.14967460145,410295.0518140339,429207.9539534663,448135.0443165592,434562.21371689026,446091.9401094488,457626.96594542667,469161.9917814046,480697.0176173825,492232.04345336044,503781.2575129989,515316.2833489768,526851.3091849546,538386.3350209326,501469.7892981686,517983.6693971488,534498.7617379585,551013.8540787682,567528.9464195779,584044.0387603877,600559.1311011974,617074.2234420071,633589.3157828168,650146.972794608,576463.2017619389
1025,361473.61935381213,380810.0427495596,400146.4661453071,419482.8895410546,438819.31293680205,458170.24227658234,444293.47195233044,456081.3863358565,467874.71883453813,479668.05133321986,491461.38383190153,503254.71633058327,515062.5547732978,526855.8872719795,538649.2197706611,550442.5522693428,512699.3252838065,529583.0047501494,546467.9236043505,563352.8424585516,580237.7613127527,597122.6801669538,614007.5990211549,630892.517875356,647777.4367295571,664705.8734158567,589372.0836262712
1026,372819.77420434885,392763.141073581,412706.5079428132,432649.8748120454,452593.24168127764,472551.56981597806,458239.2269450885,470397.1475885442,482560.6564142649,494724.1652399857,506887.67406570644,519051.1828914272,531229.6529826162,543393.1618083371,555556.6706340577,567720.1794597785,528792.2450018064,546205.8797163757,563620.7927214667,581035.7057265576,598450.6187316487,615865.5317367397,633280.4447418307,650695.3577469216,668110.2707520126,685570.0675535084,607871.6547356688
1027,374181.4592645039,394197.6671861534,414213.8751078029,434230.0830294524,454246.2909511019,474277.5147826701,459912.8975829719,472115.22375437495,484323.1585182916,496531.0932822084,508739.0280461252,520946.96281004196,533169.9134838774,545377.8482477942,557585.7830117109,569793.7177756276,530723.60312647,548200.8393125129,565679.3584578993,583157.8776032856,600636.396748672,618114.9158940583,635593.4350394447,653071.954184831,670550.4733302174,688074.0402053599,610091.8420970066
1028,360416.63725676906,379696.51917270763,398976.40108864615,418256.2830045847,437536.1649205233,456830.51036378066,442994.3169917936,454747.76242987585,466506.61014004686,478265.45785021794,490024.30556038907,501783.15327056014,513556.46450805,525315.3122182211,537074.1599283922,548833.0076385633,511200.1453188624,528034.4553541525,544870.0011532166,561705.5469522807,578541.0927513448,595376.638550409,612212.1843494731,629047.7301485372,645883.2759476013,662762.2123286218,587648.7054666048
1029,341884.01998140913,360172.5307015511,378461.0414216931,396749.5521418351,415038.0628619771,433340.29339511244,420215.556847823,431364.64032406936,442518.8482876668,453673.0562512643,464827.2642148618,475981.4721784593,487149.3999550501,498303.6079186476,509457.815882245,520612.0238458425,484914.2426579554,500882.93276139826,516852.7950856633,532822.6574099283,548792.5197341933,564762.3820584584,580732.2443827235,596702.1067069884,612671.9690312535,628682.9907944986,557431.8191606196
1030,326165.18024525663,343612.83806727704,361060.49588929745,378508.1537113179,395955.81153333833,413416.55837097915,400895.2593004612,411531.7401216387,422173.1098210404,432814.47952044226,443455.84921984404,454097.2189192459,464751.6776342681,475393.0473336699,486034.4170330717,496675.78673247347,462619.28641363414,477853.78227030893,493089.3964524783,508325.0106346477,523560.62481681706,538796.2389989864,554031.8531811559,569267.4673633252,584503.0815454946,599777.9627745252,531802.7142094898
1031,309862.4826446538,326438.05507393763,343013.6275032215,359589.1999325053,376164.77236178913,392752.77957909193,380857.33196261287,390962.1701043606,401071.6527637812,411181.1354232019,421290.6180826226,431400.1007420432,441522.0181894829,451631.50084890355,461740.9835083242,471850.46616774483,439496.2101706795,453969.24099646945,468443.33425054775,482917.42750462604,497391.52075870434,511865.61401278264,526339.707266861,540813.8005209392,555287.8937750175,569799.2913931527,505221.6462168306
