t,2024_EU27.Elec,2025_EU27.Elec,2026_EU27.Elec,2027_EU27.Elec,2028_EU27.Elec,2029_EU27.Elec,2030_EU27.Elec,2031_EU27.Elec,2032_EU27.Elec,2033_EU27.Elec,2034_EU27.Elec,2035_EU27.Elec,2036_EU27.Elec,2037_EU27.Elec,2038_EU27.Elec,2039_EU27.Elec,2040_EU27.Elec,2041_EU27.Elec,2042_EU27.Elec,2043_EU27.Elec,2044_EU27.Elec,2045_EU27.Elec,2046_EU27.Elec,2047_EU27.Elec,2048_EU27.Elec,2049_EU27.Elec,2050_EU27.Elec
4581,280870.57828786963,295895.277547781,310919.9768076923,325944.67606760364,340969.37532751495,356005.34592970676,345222.88132632,354382.2726413143,363545.8739153637,372709.4751894131,381873.07646346255,391036.67773751204,400211.550353842,409375.1516278914,418538.75290194084,427702.3541759903,398375.2845856043,411494.16397662606,424614.0063911323,437733.8488056385,450853.6912201447,463973.5336346509,477093.3760491572,490213.2184636633,503333.06087816955,516486.7173195173,457951.2005627409
4582,265381.25259884965,279577.37642862875,293773.5002584079,307969.62408818706,322165.7479179662,336372.5215030565,326184.6834603806,334838.9567382492,343497.20780622395,352155.4588741988,360813.7099421737,369471.9610101485,378140.8618334345,386799.11290140933,395457.3639693841,404115.61503735895,376405.8616328088,388801.2668999078,401197.58208210056,413593.8972642932,425990.212446486,438386.52762867877,450782.84281087155,463179.1579930642,475575.473175257,488003.7376233832,432696.31150161644
4583,247991.53538106938,261257.42553167595,274523.31568228255,287789.2058328891,301055.0959834957,314330.93803969165,304810.68152693816,312897.8636348249,320988.76287896826,329079.6621231117,337170.5613672551,345261.4606113985,353362.3117611313,361453.2110052747,369544.11024941807,377635.00949356146,351741.0014408804,363324.1692560729,374908.187362079,386492.20546808495,398076.22357409104,409660.2416800971,421244.25978610315,432828.2778921092,444412.2959981152,456026.1698208893,404342.89005792595
4584,236152.61491761112,248785.20192692833,261417.78893624555,274050.3759455628,286682.96295488,299325.02677365654,290259.25980415713,297960.3662115098,305665.0123019635,313369.6583924173,321074.3044828711,328778.9505733249,336493.07347323804,344197.7195636918,351902.3656541456,359607.0117445994,334949.16322996374,345979.3597420501,357010.36595273676,368041.3721634233,379072.3783741099,390103.38458479656,401134.39079548314,412165.3970061697,423196.4032168563,434255.839855921,385039.8791386023
4585,229021.0722651934,241272.16939306783,253523.26652094224,265774.36364881665,278025.4607766911,290285.74852506653,281493.75749424315,288962.2991729181,296434.2736402563,303906.2481075946,311378.22257493285,318850.19704227115,326331.36213011044,333803.33659744874,341275.3110647869,348747.2855321252,324834.07623505796,335531.17325164255,346229.05551484274,356926.93777804286,367624.82004124305,378322.7023044432,389020.5845676434,399718.46683084354,410416.3490940437,421141.803218747,373412.10901242046
4586,225050.41266885036,237089.10603887233,249127.7994088943,261166.4927789163,273205.18614893826,285252.9107968072,276613.35116983764,283952.4067868424,291294.8356764356,298637.2645660289,305979.69345562224,313322.1223452155,320673.5825126558,328016.0114022491,335358.4402918424,342700.8691814357,319202.2558559776,329713.891637481,340226.29905136366,350738.7064652463,361251.11387912894,371763.5212930116,382275.9287068943,392788.3361207769,403300.74353465956,413840.24478208314,366938.065557048
4587,225292.75781625567,237344.4150323987,249396.07224854178,261447.72946468482,273499.3866808279,285560.08490013384,276911.2217783318,284258.18044467655,291608.5160161126,298958.8515875487,306309.1871589848,313659.52273042087,321018.8993050199,328369.234876456,335719.570447892,343069.9060193281,319545.9882527777,330068.9434710808,340592.6711526941,351116.3988343073,361640.1265159206,372163.8541975339,382687.58187914727,393211.3095607605,403735.0372423738,414285.8879334758,367333.2021779121
4588,233788.42048929527,246294.53889341385,258800.6572975324,271306.775701651,283812.8941057695,296328.3944441748,287353.387578116,294977.3959068957,302604.9084819507,310232.42105700576,317859.9336320608,325487.4462071159,333124.34071645763,340751.8532915127,348379.3658665677,356006.8784416228,331595.88702019735,342515.6569374049,353436.2284470778,364356.7999567507,375277.3714664236,386197.9429760966,397118.5144857695,408039.0859954424,418959.6575051153,429908.37481764826,381185.1297967138
4589,256713.9537475876,270446.435000669,284178.9162537503,297911.3975068317,311643.87875991303,325386.6619494183,315531.55666800344,323903.1831043743,332278.6574170187,340654.1317296633,349029.6060423078,357405.0803549523,365790.85660402075,374166.3309166653,382541.8052293098,390917.2795419543,364112.52116437035,376103.0949643617,388094.54896180105,400086.0029592404,412077.4569566798,424068.9109541192,436060.3649515586,448051.81894899794,460043.27294643736,472065.63275314844,418564.53615238995
4590,281973.48221746786,297057.1794683963,312140.8767193247,327224.57397025306,342308.27122118144,357403.2840739485,346578.4796047975,355773.83740918204,364973.4217040093,374173.0059988366,383372.5902936639,392572.1745884912,401783.0744851572,410982.6587799845,420182.24307481176,429381.82736963907,399939.59819047735,413109.9919256518,426281.35246584733,439452.7130060428,452624.0735462384,465795.43408643396,478966.7946266295,492138.155166825,505309.51570702053,518514.82305273204,459749.45291705907
4591,300394.4717739241,316463.5688835449,332532.6659931657,348601.7631027865,364670.8602124073,380752.0121585694,369220.03619049315,379016.11569661496,388816.6978047332,398617.2799128515,408417.86202096986,418218.4441290882,428031.08107374783,437831.66318186617,447632.2452899844,457432.82739810273,426067.1726827417,440097.9724516401,454129.8021857726,468161.6319199051,482193.4616540376,496225.2913881701,510257.1211223026,524288.950856435,538320.7805905675,552388.7748343241,489784.3335170723
4592,311637.2454318258,328307.75581188215,344978.2661919385,361648.7765719948,378319.2869520511,395002.3033413948,383038.7235729163,393201.43800401443,403368.8235546414,413536.2091052684,423703.59465589543,433870.98020652245,444050.8717664368,454218.2573170638,464385.64286769077,474553.0284183178,442013.46076602995,456569.38706308824,471126.3818735801,485683.37668407185,500240.37149456365,514797.36630505545,529354.3611155472,543911.355926039,558468.3507365308,573062.8635748847,508115.3446385516
4593,317649.04868579225,334641.15037117933,351633.2520565664,368625.3537419535,385617.45542734064,402622.3043758075,390427.93483866204,400786.6984923149,411150.2233762006,421513.74826008634,431877.2731439721,442240.79802785785,452617.07017482346,462980.5950587092,473344.1199425949,483707.64482648065,450540.35541897186,465377.0805177135,480214.89474261267,495052.7089675118,509890.523192411,524728.3374173101,539566.1516422094,554403.9658671084,569241.7800920076,584117.8361061462,517917.4126745963
4594,322659.64565591014,339919.7808001506,357179.91594439105,374440.0510886315,391700.186232872,408973.26971555525,396586.546159696,407108.70897979336,417635.70813378243,428162.70728777157,438689.7064417607,449216.70559574984,459756.65308818175,470283.6522421709,480810.65139615996,491337.6505501491,457647.18022804335,472717.9398694156,487789.8058168244,502861.6717642331,517933.5377116419,533005.4036590507,548077.2696064595,563149.1355538683,578221.001501277,593331.7124640142,526087.0433706592
4595,322957.0152029285,340233.05763101566,357509.1000591028,374785.14248718997,392061.18491527706,409350.18761525326,396952.0482085975,407483.90846323187,418020.6095090194,428557.310554807,439094.0116005946,449630.7126463822,460180.3739640588,470717.0750098464,481253.77605563396,491790.47710142157,458068.95697177586,473153.6061249855,488239.3626038253,503325.119082665,518410.87556150486,533496.6320403446,548582.3885191844,563668.1449980242,578753.901476864,593878.5387713709,526571.8956535077
4596,320940.29724248854,338108.4587346927,355276.62022689695,372444.7817191012,389612.9432113054,406793.984044464,394473.265313751,404939.35894703167,415410.2631429521,425881.1673388726,436352.0715347932,446822.9757307137,457306.75926758855,467777.6634635091,478248.56765942957,488719.4718553501,455208.5271029138,470198.9795629347,485190.5324338468,500182.08530475874,515173.63817567076,530165.1910465828,545156.7439174949,560148.2967884068,575139.8496593188,590170.040553094,523283.69645226083
4597,318299.4209195585,335326.31317389343,352353.2054282283,369380.09768256324,386406.9899368981,403446.65555376443,391227.318589869,401607.2913492452,411992.0350872603,422376.77882527554,432761.5225632907,443146.26630130596,453543.7834018526,463928.5271398678,474313.27087788295,484698.0146158982,451462.81666533166,466329.91929576796,481198.113282299,496066.30726882996,510934.50125536096,525802.695241892,540670.889228423,555539.083214954,570407.277201485,585313.7912756101,518977.82543509797
4598,315595.863387735,332478.13337833853,349360.40336894215,366242.6733595457,383124.9433501493,400019.87820946303,387904.3293089803,398196.1371152043,408492.6753765401,418789.213637876,429085.75189921184,439382.29016054777,449691.49329059373,459988.03155192966,470284.56981326547,480581.10807460133,447628.20177722507,462369.0268694341,477110.9340480257,491852.8412266172,506594.7484052088,521336.6555838004,536078.562762392,550820.4699409835,565562.3771195752,580342.278904297,514569.75455406716
4599,311889.8059993147,328573.8266822108,345257.8473651068,361941.8680480029,378625.8887308989,395322.42555834324,383349.15013076167,393520.1007433868,403695.726261162,413871.3517789373,424046.9772967127,434222.602814488,444410.7444768116,454586.3699945869,464761.99551236216,474937.6210301375,442371.6822948274,456939.405169669,471508.1974239008,486076.9896781326,500645.7819323644,515214.57418659626,529783.3664408281,544352.1586950598,558920.9509492916,573527.2916371684,508527.1372008107
4600,309772.2178992213,326342.96176774177,342913.7056362623,359484.4495047828,376055.1933733033,392638.36840751657,380746.3860041919,390848.28054775146,400954.8182560088,411061.35596426623,421167.89367252367,431274.4313807811,441393.40025473136,451499.93796298886,461606.4756712462,471713.0133795036,439368.18236559955,453836.99711323774,468306.8739796728,482776.7508461077,497246.6277125427,511716.5045789777,526186.3814454128,540656.2583118477,555126.1351782827,569633.3055417961,505074.4722095305
4601,307028.7688666238,323452.75654266257,339876.7442187013,356300.7318947401,372724.71957077883,389161.02831784234,377374.36539036134,387386.7940902733,397403.82483342366,407420.8555765741,417437.8863197245,427454.91706287494,437484.26887705014,447501.2996202006,457518.3303633509,467535.36110650137,435476.98701231845,449817.6609728602,464159.3876457102,478501.1143185602,492842.84099141025,507184.56766426034,521526.29433711036,535868.0210099603,550209.7476828104,564588.4375687349,500601.3594121016
4602,303600.52524897235,319841.1247977857,336081.7243465991,352322.32389541244,368562.9234442258,384815.7064885746,373160.65191852447,383061.28313146357,392966.46500182,402871.64687217656,412776.8287425331,422682.01061288966,432599.3759787817,442504.5578491383,452409.7397194947,462314.92158985126,430614.5071643547,444795.05500981107,458976.643813126,473158.23261644086,487339.82141975575,501521.41022307065,515702.99902638554,529884.5878297004,544066.1766330153,558284.3159229367,495011.709224833
4603,295882.3854015792,311710.1160384549,327537.84667533054,343365.5773122062,359193.30794908194,375032.91235237685,363674.1528596388,373323.0899880032,382976.4620868628,392629.8341857225,402283.20628458215,411936.57838344184,421601.8242487208,431255.1963475804,440908.56844644004,450561.94054529973,419667.414816984,433487.4644344016,447308.5285464221,461129.5926584425,474950.656770463,488771.72088248347,502592.78499450395,516413.8491065244,530234.9132185449,544091.5986298232,482427.50965942955
4604,288617.72840645025,304056.84843397135,319495.96846149245,334935.08848901355,350374.20851653465,365824.91077963525,354745.0374108309,364157.06885618216,373573.4263823446,382989.78390850715,392406.1414346697,401822.49896083225,411250.4387225743,420666.79624873685,430083.1537748993,439499.51130106184,409363.5239093179,422844.25653768954,436325.9787522691,449807.70096684864,463289.4231814282,476771.1453960078,490252.8676105874,503734.58982516686,517216.31203974644,530732.7809610646,470582.7005203746
4605,281384.8685708557,296437.07892459986,311489.289278344,326541.4996320882,341593.70998583233,356657.212320337,345855.004400274,355031.16709082527,364211.5474491103,373391.9278073954,382572.30816568044,391752.68852396554,400944.3608630111,410124.7412212962,419305.12157958123,428485.5019378663,399104.73278588604,412247.6336042698,425391.49920948985,438535.36481470976,451679.2304199297,464823.0960251497,477966.96163036965,491110.82723558956,504254.6928408095,517432.43438831094,458789.73571286915
4606,266565.96549319656,280825.4635469881,295084.9616007796,309344.45965457114,323603.95770836266,337874.153060019,327640.83455112146,336333.7421674864,345030.64533157676,353727.5484956672,362424.4516597576,371121.35482384806,379828.95528580324,388525.85844989365,397222.761613984,405919.6647780744,378086.2097109688,390536.9504484779,402988.6051631166,415440.2598777552,427891.91459239385,440343.56930703257,452795.2240216712,465246.8787363098,477698.53345094854,490182.2800591816,434627.95096202404
4607,249392.14176243724,262732.9549960874,276073.7682297376,289414.58146338776,302755.39469703793,316106.2160426413,306532.1910332998,314665.0479213768,322801.64293934946,330938.23795732216,339074.8329752949,347211.4279932676,355358.0311231935,363494.6261411662,371631.22115913883,379767.8161771115,353727.5639679029,365376.15118837263,377025.5935019277,388675.0358154826,400324.47812903766,411973.92044259264,423623.36275614763,435272.8050697026,446922.2473832576,458601.7140326723,406626.5374864788
4608,237030.22793463658,249709.76137646294,262389.2948182893,275068.8282601156,287748.36170194193,300437.40717185667,291337.94912887696,299067.67512712826,306800.9539629908,314534.23279885337,322267.51163471595,330000.79047057853,337743.58133452956,345476.86017039214,353210.13900625467,360943.41784211725,336193.9334638015,347265.12145100976,358337.1221458979,369409.122840786,380481.1235356741,391553.12423056224,402625.12492545036,413697.1256203384,424769.12631522655,435869.6630943799,386470.80129935767
4609,229249.82538718003,241513.15927863278,253776.4931700855,266039.82706153824,278303.160952991,290575.69464481244,281774.9219094197,289250.92339172226,296730.3610914605,304209.79879119876,311689.236490937,319168.67419067526,326657.3116907822,334136.74939052045,341616.18709025864,349095.6247899969,325158.53026163054,335866.3118598326,346574.8794889781,357283.44711812364,367992.01474726916,378700.58237641474,389409.15000556025,400117.71763470577,410826.2852638513,421562.45229410287,373785.08423640026
4610,225412.6701076854,237470.74183020816,249528.81355273095,261586.8852752537,273644.95699777646,285712.0745355449,277058.6080478591,284409.47714016365,291763.72493492055,299117.9727296775,306472.22052443447,313826.46831919136,321189.76192919404,328544.009723951,335898.2575187079,343252.50531346485,319716.06691859895,330244.62299014325,340773.9519361421,351303.28088214097,361832.60982813983,372361.9387741387,382891.2677201376,393420.5966661364,403949.9256121353,414506.39200387127,367528.7156352391
4611,226205.1451124488,238305.60895268695,250406.0727929251,262506.5366331632,274607.0004734014,286716.541930924,278032.6527704897,285409.3650419561,292789.4678942543,300169.5707465526,307549.6735988509,314929.7764511492,322318.956920732,329699.0597730303,337079.1626253285,344459.2654776268,320840.0808949793,331405.65182251617,341971.9983416739,352538.34486083157,363104.69137998926,373671.03789914696,384237.38441830466,394803.7309374623,405370.07745662,415963.6568276312,368820.82277604257
4612,234252.3945970087,246783.33251577802,259314.27043454733,271845.20835331664,284376.14627208596,296916.48474443273,287923.66617155937,295562.80502927693,303205.4550877611,310848.1051462453,318490.7552047295,326133.40526321373,333785.4558752754,341428.10593375965,349070.7559922438,356713.40605072805,332253.9688254452,343195.41000632424,354137.65437050094,365079.8987346775,376022.1430988542,386964.3874630309,397906.6318272076,408848.87619138416,419791.12055556086,430761.5665804699,381941.625905892
4613,257187.3347924173,270945.13876843126,284702.94274444523,298460.7467204592,312218.5506964732,325986.67560570245,316113.39749041194,324500.4612226972,332891.37992674776,341282.2986307983,349673.2173348488,358064.13603889936,366465.3756761652,374856.29438021575,383247.21308426623,391638.13178831676,364783.94538260286,376796.6298246948,388810.1960873207,400823.76234994654,412837.3286125724,424850.89487519825,436864.4611378241,448878.02740044997,460891.5936630758,472936.12272534764,419336.369995311
4614,282473.4766192754,297583.9202299136,312694.3638405519,327804.8074511901,342915.25106182834,358037.03033909114,347193.03136415663,356404.6943451438,365620.5913109719,374836.48827679997,384052.3852426281,393268.28220845625,402495.514840909,411711.41180673713,420927.3087725652,430143.20573839336,400648.7697004499,413842.51713216846,427037.2330832434,440231.9490343183,453426.6649853933,466621.38093646825,479816.0968875432,493010.8128386181,506205.5287896931,519434.2517406419,460564.67905422935
4615,301145.0483378413,317254.29627854284,333363.5442192444,349472.792159946,365582.04010064754,381703.37299854396,370142.58281545836,379963.1391624892,389788.2093618818,399613.2795612744,409438.3497606671,419263.4199600597,429100.5751166472,438925.6453160398,448750.71551543236,458575.78571482503,427131.7596326334,441197.61726866686,455264.50744344306,469331.39761821914,483398.28779299534,497465.17796777154,511532.0681425477,525598.9583173238,539665.8484921,553768.9935384606,491008.126484835
4616,312550.3556069076,329269.71128024947,345989.0669535914,362708.4226269334,379427.7783002753,396159.67662603536,384161.04306800786,394353.5346778274,404550.7110937516,414747.8875096758,424945.0639256001,435142.2403415243,445351.95940986666,455549.1358257909,465746.31224171503,475943.4886576393,443308.5787099371,457907.1544803957,472506.80189507693,487106.4493097581,501706.09672443924,516305.74413912045,530905.3915538017,545505.0389684828,560104.686383164,574741.9617550995,509604.1438694065
4617,319066.2147006478,336134.1252988244,353202.03589700104,370269.9464951777,387337.8570933543,404418.57182551303,392169.79807670024,402574.77653208666,412984.53745955665,423394.29838702676,433804.0593144968,444213.8202419669,454636.38530341914,465046.1462308892,475455.9071583592,485865.6680858293,452550.40544953966,467453.32341952925,482357.3353747263,497261.3473299232,512165.3592851202,527069.3712403172,541973.3831955142,556877.3951507112,571781.4071059083,586723.8314630516,520228.06009753374
4618,322514.85111220944,339767.24071582814,357019.6303194469,374272.0199230656,391524.4095266843,408789.74165813776,396408.5766839275,406926.01764994493,417448.2927795338,427970.5679091227,438492.84303871164,449015.11816830054,459550.3358257242,470072.6109553131,480594.8860849019,491117.1612144909,457441.80959825066,472505.8061882315,487570.9085877906,502636.01098734955,517701.11338690866,532766.2157864677,547831.3181860268,562896.4205855858,577961.5229851449,593065.4529682079,525850.9601342914
4619,322247.8615016412,339485.9689450253,356724.07638840936,373962.18383179343,391200.29127517756,408451.3305320975,396080.41513989394,406589.1493829248,417102.7137876293,427616.278192334,438129.8425970386,448643.4070017432,459169.9032199838,469683.4676246884,480197.03202939295,490710.59643409756,457063.12250777695,472114.6485694417,487167.27952525497,502219.9104810682,517272.54143688147,532325.1723926947,547377.803348508,562430.4343043212,577483.0652601344,592574.4916565554,525415.6414425196
4620,319379.95364986727,336464.6471855337,353549.3407212002,370634.0342568667,387718.7277925332,404816.2380525325,392555.4200407168,402970.62974860455,413390.6266311978,423810.62351379107,434230.6203963844,444650.6172789777,455083.4308859038,465503.4277684971,475923.42465109035,486343.4215336836,452995.399880579,467912.9719430697,482831.63906648743,497750.30618990504,512668.97331332276,527587.6404367405,542506.3075601582,557424.9746835758,572343.6418069935,587300.7591034097,520739.6022082602
4621,316744.651103631,333688.3735612393,350632.09601884754,367575.8184764558,384519.5409340641,401475.9743612579,389316.32414208615,399645.5947409312,409979.613014026,420313.6312871209,430647.6495602159,440981.6678333108,451328.3970759913,461662.4153490862,471996.43362218107,482330.45189527597,449257.59505877947,464052.0776311795,478847.6462288209,493643.21482646227,508438.78342410375,523234.3520217452,538029.9206193866,552825.4892170279,567621.0578146694,582454.7593210676,516442.81906973576
4622,313195.4108762169,329949.27269643423,346703.1345166516,363456.996336869,380210.8581570864,396977.2885158036,384953.8916463216,395167.4189718342,405385.6407721617,415603.86257248936,425822.084372817,436040.30617314467,446271.0965119721,456489.3183122997,466707.5401126273,476925.761912955,444223.498592436,458852.2035502599,473481.9823640131,488111.76117776625,502741.53999151953,517371.31880527275,532001.097619026,546630.8764327791,561260.6552465324,575928.139675785,510655.8874760535
4623,309302.6890379428,325848.31624961173,342393.9434612806,358939.57067294954,375485.1978846185,392043.237419777,380169.2799671533,390255.8628372712,400347.0818343355,410438.3008313999,420529.5198284643,430620.7388255287,440724.3701460827,450815.5891431471,460906.80814021145,470998.02713727584,438702.2219261929,453149.1059591964,467597.0505011189,482044.9950430413,496492.9395849637,510940.8841268862,525388.8286688087,539836.7732107311,554284.7177526535,568769.8992650448,504308.9192383646
4624,306710.7877597159,323117.7655711731,339524.7433826303,355931.72119408747,372338.6990055446,388757.985127438,376983.52931702376,386985.58842462493,396992.24480925704,406998.90119388927,417005.55757852143,427012.2139631536,437031.17865822196,447037.8350428542,457044.4914274863,467051.14781211846,435025.9756791647,449351.7974048601,463678.6707525992,478005.5441003382,492332.41744807723,506659.2907958163,520986.1641435554,535313.0374912943,549639.9108390334,564003.709118081,500082.90058828174
4625,301917.1590833875,318067.70979000314,334218.2604966188,350368.8112032345,366519.36190985015,382682.02855848125,371091.59747518285,380937.33290825423,390787.5937668277,400637.85462540126,410488.1154839748,420338.37634254835,430200.7531431374,440051.0140017109,449901.2748602844,459751.53571885795,428226.88978070224,442328.81110061845,456431.76760662044,470534.7241126223,484637.6806186243,498740.6371246263,512843.5936306283,526946.5501366302,541049.5066426322,555188.8109746806,492267.03030112543
4626,296748.670145495,312622.74122796,328496.812310425,344370.8833928899,360244.9544753549,376130.93408826436,364738.9184081226,374416.10570426215,384097.74095560797,393779.37620695384,403461.0114582997,413142.6467096456,422836.19049143593,432517.8257427818,442199.46099412756,451881.0962454734,420896.1174938301,434756.6294663402,448618.1589036915,462479.6883410427,476341.217778394,490202.7472157453,504064.27665309655,517925.80609044776,531787.3355277991,545684.5905564837,483839.9614047271
4627,288026.8367401827,303434.3480116889,318841.8592831951,334249.37055470137,349656.88182620757,365075.9516207982,354018.7622529839,363411.52429664455,372808.6035642623,382205.6828318801,391602.76209949795,400999.8413671158,410408.479157818,419805.55842543585,429202.63769305364,438599.7169606715,408525.427455273,421978.5607653032,435432.6816355457,448886.8025057881,462340.92337603064,475795.0442462732,489249.16511651565,502703.28598675807,516157.4068570006,529646.2032964963,469619.26907227037
4628,280577.3938291538,295586.4096794793,310595.42552980484,325604.44138013036,340613.45723045594,355633.7326575634,344862.523241771,354012.3536009641,363166.38952468097,372320.42544839793,381474.46137211483,390628.4972958318,399793.79279633064,408947.8287200476,418101.86464376445,427255.9005674814,397959.4437991147,411064.62915505224,424170.77652922994,437276.92390340765,450383.0712775854,463489.21865176316,476595.3660259409,489701.5134001186,502807.6607742963,515947.5868788199,457473.17194303387
4629,273429.2439854267,288055.8815805378,302682.5191756489,317309.1567707601,331935.7943658712,346573.40468235896,336076.60874604,344993.3328041174,353914.1552833562,362834.977762595,371755.80024183384,380676.62272107264,389608.4179216881,398529.24040092697,407450.0628801657,416370.88535940455,387820.8018466041,400592.1120197423,413364.3597021949,426136.60738464753,438908.85506710014,451681.10274955275,464453.3504320054,477225.598114458,489997.8457969106,502803.01164349326,445818.32428084087
4630,260259.15156016417,274181.2772084526,288103.402856741,302025.5285050294,315947.6541533178,329880.22400689375,319889.02056183666,328376.2584454883,336867.39734425675,345358.53624302533,353849.6751417939,362340.8140405624,370842.3971446185,379333.5360433871,387824.6749421556,396315.8138409241,369140.88403564953,381297.04663744423,393454.1015921387,405611.1565468331,417768.2115015276,429925.26645622205,442082.3214109165,454239.3763656109,466396.4313203054,478584.81889086246,424344.8767078106
4631,243592.57955479136,256623.15496096885,269653.7303671464,282684.3057733238,295714.8811795013,308755.2319610773,299403.8489051944,307347.5779036958,315294.95810266223,323242.3383016287,331189.7185005952,339137.09869956167,347094.2542739266,355041.6344728931,362989.0146718595,370936.394870826,345501.70329204795,356879.40504780784,368257.94201164175,379636.4789754756,391015.01593930955,402393.55290314346,413772.08986697736,425150.62683081126,436529.16379464517,447937.0268846745,397170.52222165593
4632,230771.56154021109,243116.29814814482,255461.0347560786,267805.7713640124,280150.5079719461,292504.5054475527,283645.314111302,291170.9405026597,298700.0259207018,306229.1113387439,313758.196756786,321287.2821748282,328825.6284605432,336354.71387858526,343883.79929662735,351412.8847146695,327316.89827839955,338095.75700108457,348875.4069723035,359655.0569435225,370434.7069147415,381214.35688596044,391994.00685717945,402773.6568283984,413553.30679961736,424360.73937385494,376266.2301879212
4633,222579.96455547368,234486.50545809604,246393.0463607184,258299.58726334074,270206.1281659631,282121.6012072971,273576.88070338336,280835.3732328203,288097.20200538734,295359.0307779545,302620.85955052165,309882.68832308875,317153.4492343675,324415.2780069347,331677.1067795017,338938.93555206887,315698.27378630097,326094.52008472383,336491.5295450783,346888.5390054326,357285.548465787,367682.5579261415,378079.5673864959,388476.5768468502,398873.5863072047,409297.392183694,362910.0727129942
4634,217146.7497593221,228762.64997318204,240378.550187042,251994.45040090196,263610.35061476193,275234.9649323082,266898.82250937115,273980.13400147867,281064.700298454,288149.26659542933,295233.8328924047,302318.39918938006,309411.67959004175,316496.2458870171,323580.8121839924,330665.3784809678,307992.02522219106,318134.4973800446,328277.71407091705,338420.9307617895,348564.14745266194,358707.36414353445,368850.5808344069,378993.79752527934,389137.0142161518,399306.37321808323,354051.3761062505
4635,213896.6672530191,225338.7097687009,236780.7522843827,248222.79480006447,259664.83731574626,271115.46350923425,262904.08993818593,269879.4139051396,276857.9439615907,283836.47401804174,290815.00407449284,297793.53413094394,304780.64786520123,311759.1779216523,318737.70797810337,325716.23803455447,303382.2417722203,313372.90934922034,323364.31031565217,333355.71128208394,343347.11224851577,353338.5132149476,363329.9141813794,373321.3151478112,383312.716114243,393329.86811409343,348752.2123605771
4636,212849.42499784357,224235.44705017813,235621.46910251272,247007.49115484732,258393.51320718188,269788.0769114687,261616.90638559667,268558.0790303463,275502.44206751656,282446.8051046869,289391.1681418572,296335.5311790275,303288.4358681501,310232.79890532035,317177.1619424906,324121.5249796609,301896.8763986779,311838.6294723413,321781.11234474747,331723.59521715366,341666.07808955986,351608.56096196605,361551.04383437225,371493.52670677844,381436.00957918464,391404.11740744754,347044.71472603973
4637,219416.8748164759,231154.2115527158,242891.5482889557,254628.88502519563,266366.22176143556,278112.3637015286,269689.0724457617,276844.41434667597,284003.0450792814,291161.67581188685,298320.30654449225,305478.9372770977,312646.3732135563,319805.00394616177,326963.6346787672,334122.2654113726,311211.8773021112,321460.3822705527,331709.6395556114,341958.89684067003,352208.15412572876,362457.4114107875,372706.6686958462,382955.9259809049,393205.1832659636,403480.85616258177,357752.7481107103
4638,232754.0949384714,245204.8838366207,257655.67273477,270106.4616329193,282557.2505310686,295017.3798559982,286082.0801700511,293672.358399634,301266.1253720236,308859.89234441327,316453.65931680286,324047.4262891925,331650.53368836245,339244.3006607521,346838.0676331417,354431.83460553136,330128.8421692365,341000.3008954498,351872.55766772723,362744.8144400046,373617.07121228206,384489.32798455947,395361.5847568369,406233.84152911423,417106.09830139164,428006.37635400996,379498.692467963
4639,249299.06159396484,262634.8956605307,275970.7297270966,289306.56379366247,302642.3978602284,315988.2363034383,306417.7845897689,314547.60606669006,322681.16427833145,330814.7224899729,338948.2807016144,347081.83891325584,355225.4015015414,363358.9597131829,371492.51792482426,379626.0761364657,353595.5428824959,365239.7825222709,376884.87693598634,388529.97134970175,400175.0657634172,411820.16017713264,423465.2545908481,435110.3490045635,446755.443418279,458430.5509619267,406474.77301488357
4640,263562.14689880033,277660.9607282518,291759.77455770323,305858.5883871547,319957.40221660613,334066.79280061834,323948.7892095969,332543.74014387344,341142.64160174585,349741.5430596183,358340.44451749086,366939.34597536334,375548.82418779656,384147.7256456691,392746.6271035415,401345.52856141404,373825.7168723075,386136.1555030861,398447.4978117744,410758.84012046264,423070.18242915097,435381.52473783924,447692.86704652756,460004.20935521583,472315.5516639041,484658.62423627457,429730.3132672471
4641,271858.0572094765,286400.64681019203,300943.23641090764,315485.82601162326,330028.41561233887,344581.9148826724,334145.4359290017,343010.9224576889,351880.48385707504,360750.04525646125,369619.60665584746,378489.16805523366,387369.63912423776,396239.20052362396,405108.7619230101,413978.3233223963,385592.2950986855,398290.2184117969,410989.07384708046,423687.9292823639,436386.7847176475,449085.64015293104,461784.4955882146,474483.3510234981,487182.2064587817,499913.790902919,443256.550545974
4642,276314.60555773485,291095.5907179925,305876.5758782502,320657.5610385078,335438.54619876546,350230.61987002107,339623.0565147327,348633.8742863173,357648.83372764476,366663.7931689722,375678.7526102996,384693.71205162705,393719.7600039525,402734.7194452799,411749.6788866073,420764.6383279347,391913.2801136674,404819.35951289313,417726.3863144985,430633.41311610374,443540.4399177091,456447.46671931446,469354.4935209198,482261.5203225251,495168.5471241305,508108.8394587296,450522.8212920651
4643,275113.2474258213,289829.9679530744,304546.6884803275,319263.40900758054,333980.12953483366,348707.8903625573,338146.4464748626,347118.08709479705,356093.85137736023,365069.61565992347,374045.37994248664,383021.1442250499,392007.94880808366,400983.7130906469,409959.4773732101,418935.24165577325,390209.323114655,403059.2895791117,415910.1993268406,428761.1090745694,441612.0188222983,454462.9285700272,467313.8383177561,480164.7480654849,493015.6578132138,505899.68846235436,448564.042262345
